starting_timestamp,prover,threads,memory_limit,bandwidth_limit,num_variables,run_time
2024-10-08 18:17:10,hp,1,,200M,8,48596
2024-10-08 18:17:10,hp,1,,200M,9,75399
2024-10-08 18:17:10,hp,1,,200M,10,129028
2024-10-08 18:17:10,gemini,1,,200M,5,50718
2024-10-08 18:17:10,gemini,1,,200M,6,74274
2024-10-08 18:17:10,gemini,1,,200M,7,121422
2024-10-08 18:17:10,gemini,1,,200M,8,201342
2024-10-08 18:17:10,gemini,1,,200M,9,352773
2024-10-08 18:17:10,gemini,1,,200M,10,626196
2024-10-08 18:17:12,plonky2,1,,200M,2,80190
2024-10-08 18:17:12,plonky2,1,,200M,4,16680
2024-10-08 18:17:12,plonky2,1,,200M,7,37511
2024-10-08 18:17:12,plonky2,1,,200M,13,75788
2024-10-08 18:17:12,plonky2,1,,200M,26,180578
2024-10-08 18:17:12,plonky2,1,,200M,52,88029
2024-10-08 18:17:12,halo2,1,,200M,5,18561
2024-10-08 18:17:12,halo2,1,,200M,6,27161
2024-10-08 18:17:12,halo2,1,,200M,7,27523
2024-10-08 18:17:12,halo2,1,,200M,8,45683
2024-10-08 18:17:12,halo2,1,,200M,9,77989
2024-10-08 18:17:12,halo2,1,,200M,10,135291
2024-10-08 18:17:13,scribe,2,,200M,5,76275
2024-10-08 18:17:13,scribe,2,,200M,6,81121
2024-10-08 18:17:13,scribe,2,,200M,7,92832
2024-10-08 18:17:13,scribe,2,,200M,8,103848
2024-10-08 18:17:13,scribe,2,,200M,9,120413
2024-10-08 18:17:13,scribe,2,,200M,10,135441
2024-10-08 18:17:14,hp,2,,200M,5,14097
2024-10-08 18:17:14,hp,2,,200M,6,25572
2024-10-08 18:17:14,hp,2,,200M,7,31284
2024-10-08 18:17:14,hp,2,,200M,8,41962
2024-10-08 18:17:14,hp,2,,200M,9,56350
2024-10-08 18:17:14,hp,2,,200M,10,79727
2024-10-08 18:17:15,gemini,2,,200M,5,43645
2024-10-08 18:17:15,gemini,2,,200M,6,55690
2024-10-08 18:17:15,gemini,2,,200M,7,84619
2024-10-08 18:17:15,gemini,2,,200M,8,120854
2024-10-08 18:17:15,gemini,2,,200M,9,206100
2024-10-08 18:17:15,gemini,2,,200M,10,351215
2024-10-08 18:17:15,plonky2,2,,200M,2,74163
2024-10-08 18:17:15,plonky2,2,,200M,4,28555
2024-10-08 18:17:15,plonky2,2,,200M,7,30639
2024-10-08 18:17:15,plonky2,2,,200M,13,34026
2024-10-08 18:17:15,plonky2,2,,200M,26,58098
2024-10-08 18:17:15,plonky2,2,,200M,52,110152
2024-10-08 18:17:16,halo2,2,,200M,5,19604
2024-10-08 18:17:16,halo2,2,,200M,6,21581
2024-10-08 18:17:16,halo2,2,,200M,7,27561
2024-10-08 18:17:16,halo2,2,,200M,8,38531
2024-10-08 18:17:16,halo2,2,,200M,9,59075
2024-10-08 18:17:16,halo2,2,,200M,10,94859
2024-10-08 18:17:17,scribe,4,,200M,5,72511
2024-10-08 18:17:17,scribe,4,,200M,6,73424
2024-10-08 18:17:17,scribe,4,,200M,7,82052
2024-10-08 18:17:17,scribe,4,,200M,8,84811
2024-10-08 18:17:17,scribe,4,,200M,9,91818
2024-10-08 18:17:17,scribe,4,,200M,10,108660
2024-10-08 18:17:17,hp,4,,200M,5,6495
2024-10-08 18:17:17,hp,4,,200M,6,8193
2024-10-08 18:17:17,hp,4,,200M,7,11294
2024-10-08 18:17:17,hp,4,,200M,8,16170
2024-10-08 18:17:17,hp,4,,200M,9,52328
2024-10-08 18:17:17,hp,4,,200M,10,63429
2024-10-08 18:17:17,gemini,4,,200M,5,26357
2024-10-08 18:17:17,gemini,4,,200M,6,37608
2024-10-08 18:17:17,gemini,4,,200M,7,53748
2024-10-08 18:17:17,gemini,4,,200M,8,79460
2024-10-08 18:17:17,gemini,4,,200M,9,127361
2024-10-08 18:17:17,gemini,4,,200M,10,225611
2024-10-08 18:17:18,plonky2,4,,200M,2,10756
2024-10-08 18:17:18,plonky2,4,,200M,4,21217
2024-10-08 18:17:18,plonky2,4,,200M,7,39890
2024-10-08 18:17:18,plonky2,4,,200M,13,11210
2024-10-08 18:17:18,plonky2,4,,200M,26,16243
2024-10-08 18:17:18,plonky2,4,,200M,52,28393
2024-10-08 18:17:18,halo2,4,,200M,5,12211
2024-10-08 18:17:18,halo2,4,,200M,6,16951
2024-10-08 18:17:18,halo2,4,,200M,7,16309
2024-10-08 18:17:18,halo2,4,,200M,8,23008
2024-10-08 18:17:18,halo2,4,,200M,9,41607
2024-10-08 18:17:18,halo2,4,,200M,10,56296
2024-10-08 18:17:19,scribe,8,,200M,5,72206
2024-10-08 18:17:19,scribe,8,,200M,6,81581
2024-10-08 18:17:19,scribe,8,,200M,7,92949
2024-10-08 18:17:19,scribe,8,,200M,8,94759
2024-10-08 18:17:19,scribe,8,,200M,9,103937
2024-10-08 18:17:19,scribe,8,,200M,10,110527
2024-10-08 18:17:19,hp,8,,200M,5,8662
2024-10-08 18:17:19,hp,8,,200M,6,9073
2024-10-08 18:17:19,hp,8,,200M,7,12495
2024-10-08 18:17:19,hp,8,,200M,8,23393
2024-10-08 18:17:19,hp,8,,200M,9,45912
2024-10-08 18:17:19,hp,8,,200M,10,47397
2024-10-08 18:17:20,gemini,8,,200M,5,27324
2024-10-08 18:17:20,gemini,8,,200M,6,36066
2024-10-08 18:17:20,gemini,8,,200M,7,54987
2024-10-08 18:17:20,gemini,8,,200M,8,85062
2024-10-08 18:17:20,gemini,8,,200M,9,136038
2024-10-08 18:17:20,gemini,8,,200M,10,222566
2024-10-08 18:17:20,plonky2,8,,200M,2,19378
2024-10-08 18:17:20,plonky2,8,,200M,4,8751
2024-10-08 18:17:20,plonky2,8,,200M,7,27753
2024-10-08 18:17:20,plonky2,8,,200M,13,5318
2024-10-08 18:17:20,plonky2,8,,200M,26,24074
2024-10-08 18:17:20,plonky2,8,,200M,52,12513
2024-10-08 18:17:21,halo2,8,,200M,5,17859
2024-10-08 18:17:21,halo2,8,,200M,6,16801
2024-10-08 18:17:21,halo2,8,,200M,7,18441
2024-10-08 18:17:21,halo2,8,,200M,8,31287
2024-10-08 18:17:21,halo2,8,,200M,9,44301
2024-10-08 18:17:21,halo2,8,,200M,10,72207
2024-10-08 18:17:21,scribe,1,,500M,5,77274
2024-10-08 18:17:21,scribe,1,,500M,6,79832
2024-10-08 18:17:21,scribe,1,,500M,7,90991
2024-10-08 18:17:21,scribe,1,,500M,8,105749
2024-10-08 18:17:21,scribe,1,,500M,9,134018
2024-10-08 18:17:21,scribe,1,,500M,10,172940
2024-10-08 18:17:22,hp,1,,500M,5,18538
2024-10-08 18:17:22,hp,1,,500M,6,24787
2024-10-08 18:17:22,hp,1,,500M,7,33301
2024-10-08 18:17:22,hp,1,,500M,8,51684
2024-10-08 18:17:22,hp,1,,500M,9,74206
2024-10-08 18:17:22,hp,1,,500M,10,115400
2024-10-08 18:17:22,gemini,1,,500M,5,51234
2024-10-08 18:17:22,gemini,1,,500M,6,75302
2024-10-08 18:17:22,gemini,1,,500M,7,123424
2024-10-08 18:17:22,gemini,1,,500M,8,202631
2024-10-08 18:17:22,gemini,1,,500M,9,340655
2024-10-08 18:17:22,gemini,1,,500M,10,604070
2024-10-08 18:17:24,plonky2,1,,500M,2,47527
2024-10-08 18:17:24,plonky2,1,,500M,4,33058
2024-10-08 18:17:24,plonky2,1,,500M,7,165527
2024-10-08 18:17:24,plonky2,1,,500M,13,39667
2024-10-08 18:17:24,plonky2,1,,500M,26,33303
2024-10-08 18:17:24,plonky2,1,,500M,52,30340
2024-10-08 18:17:24,halo2,1,,500M,5,16566
2024-10-08 18:17:24,halo2,1,,500M,6,21188
2024-10-08 18:17:24,halo2,1,,500M,7,32016
2024-10-08 18:17:24,halo2,1,,500M,8,49964
2024-10-08 18:17:24,halo2,1,,500M,9,82627
2024-10-08 18:17:24,halo2,1,,500M,10,139484
2024-10-08 18:17:25,scribe,2,,500M,5,71852
2024-10-08 18:17:25,scribe,2,,500M,6,75691
2024-10-08 18:17:25,scribe,2,,500M,7,87589
2024-10-08 18:17:25,scribe,2,,500M,8,94336
2024-10-08 18:17:25,scribe,2,,500M,9,108506
2024-10-08 18:17:25,scribe,2,,500M,10,133862
2024-10-08 18:17:26,hp,2,,500M,5,15846
2024-10-08 18:17:26,hp,2,,500M,6,25564
2024-10-08 18:17:26,hp,2,,500M,7,32809
2024-10-08 18:17:26,hp,2,,500M,8,42216
2024-10-08 18:17:26,hp,2,,500M,9,58463
2024-10-08 18:17:26,hp,2,,500M,10,80324
2024-10-08 18:17:26,gemini,2,,500M,5,39082
2024-10-08 18:17:26,gemini,2,,500M,6,53837
2024-10-08 18:17:26,gemini,2,,500M,7,78236
2024-10-08 18:17:26,gemini,2,,500M,8,124663
2024-10-08 18:17:26,gemini,2,,500M,9,199294
2024-10-08 18:17:26,gemini,2,,500M,10,351753
2024-10-08 18:17:27,plonky2,2,,500M,2,38552
2024-10-08 18:17:27,plonky2,2,,500M,4,11522
2024-10-08 18:17:27,plonky2,2,,500M,7,67878
2024-10-08 18:17:27,plonky2,2,,500M,13,26933
2024-10-08 18:17:27,plonky2,2,,500M,26,203065
2024-10-08 18:17:27,plonky2,2,,500M,52,138722
2024-10-08 18:17:28,halo2,2,,500M,5,16157
2024-10-08 18:17:28,halo2,2,,500M,6,21507
2024-10-08 18:17:28,halo2,2,,500M,7,28907
2024-10-08 18:17:28,halo2,2,,500M,8,42534
2024-10-08 18:17:28,halo2,2,,500M,9,58773
2024-10-08 18:17:28,halo2,2,,500M,10,93246
2024-10-08 18:17:29,scribe,4,,500M,5,72743
2024-10-08 18:17:29,scribe,4,,500M,6,78015
2024-10-08 18:17:29,scribe,4,,500M,7,82435
2024-10-08 18:17:29,scribe,4,,500M,8,85892
2024-10-08 18:17:29,scribe,4,,500M,9,87151
2024-10-08 18:17:29,scribe,4,,500M,10,102996
2024-10-08 18:17:29,hp,4,,500M,5,7079
2024-10-08 18:17:29,hp,4,,500M,6,8463
2024-10-08 18:17:29,hp,4,,500M,7,11992
2024-10-08 18:17:29,hp,4,,500M,8,15683
2024-10-08 18:17:29,hp,4,,500M,9,26668
2024-10-08 18:17:29,hp,4,,500M,10,63762
2024-10-08 18:17:30,gemini,4,,500M,5,27741
2024-10-08 18:17:30,gemini,4,,500M,6,39057
2024-10-08 18:17:30,gemini,4,,500M,7,57270
2024-10-08 18:17:30,gemini,4,,500M,8,79813
2024-10-08 18:17:30,gemini,4,,500M,9,129205
2024-10-08 18:17:30,gemini,4,,500M,10,216866
2024-10-08 18:17:30,plonky2,4,,500M,2,54493
2024-10-08 18:17:30,plonky2,4,,500M,4,24285
2024-10-08 18:17:30,plonky2,4,,500M,7,8816
2024-10-08 18:17:30,plonky2,4,,500M,13,11307
2024-10-08 18:17:30,plonky2,4,,500M,26,31501
2024-10-08 18:17:30,plonky2,4,,500M,52,19543
2024-10-08 18:17:30,halo2,4,,500M,5,9351
2024-10-08 18:17:30,halo2,4,,500M,6,11042
2024-10-08 18:17:30,halo2,4,,500M,7,15031
2024-10-08 18:17:30,halo2,4,,500M,8,22912
2024-10-08 18:17:30,halo2,4,,500M,9,35126
2024-10-08 18:17:30,halo2,4,,500M,10,57208
2024-10-08 18:17:31,scribe,8,,500M,5,74979
2024-10-08 18:17:31,scribe,8,,500M,6,80533
2024-10-08 18:17:31,scribe,8,,500M,7,85168
2024-10-08 18:17:31,scribe,8,,500M,8,97808
2024-10-08 18:17:31,scribe,8,,500M,9,97596
2024-10-08 18:17:31,scribe,8,,500M,10,103485
2024-10-08 18:17:31,hp,8,,500M,5,9663
2024-10-08 18:17:31,hp,8,,500M,6,9057
2024-10-08 18:17:31,hp,8,,500M,7,12826
2024-10-08 18:17:31,hp,8,,500M,8,20009
2024-10-08 18:17:31,hp,8,,500M,9,36989
2024-10-08 18:17:31,hp,8,,500M,10,47522
2024-10-08 18:17:32,gemini,8,,500M,5,36513
2024-10-08 18:17:32,gemini,8,,500M,6,44131
2024-10-08 18:17:32,gemini,8,,500M,7,55850
2024-10-08 18:17:32,gemini,8,,500M,8,83877
2024-10-08 18:17:32,gemini,8,,500M,9,139369
2024-10-08 18:17:32,gemini,8,,500M,10,231432
2024-10-08 18:17:32,plonky2,8,,500M,2,18502
2024-10-08 18:17:32,plonky2,8,,500M,4,12863
2024-10-08 18:17:32,plonky2,8,,500M,7,7895
2024-10-08 18:17:32,plonky2,8,,500M,13,9632
2024-10-08 18:17:32,plonky2,8,,500M,26,10992
2024-10-08 18:17:32,plonky2,8,,500M,52,15374
2024-10-08 18:17:33,halo2,8,,500M,5,13879
2024-10-08 18:17:33,halo2,8,,500M,6,14059
2024-10-08 18:17:33,halo2,8,,500M,7,22142
2024-10-08 18:17:33,halo2,8,,500M,8,31661
2024-10-08 18:17:33,halo2,8,,500M,9,42359
2024-10-08 18:17:33,halo2,8,,500M,10,69252
2024-10-08 18:17:33,scribe,1,,1G,5,79012
2024-10-08 18:17:33,scribe,1,,1G,6,80255
2024-10-08 18:17:33,scribe,1,,1G,7,99597
2024-10-08 18:17:33,scribe,1,,1G,8,103194
2024-10-08 18:17:33,scribe,1,,1G,9,132536
2024-10-08 18:17:33,scribe,1,,1G,10,174023
2024-10-08 18:17:34,hp,1,,1G,5,18531
2024-10-08 18:17:34,hp,1,,1G,6,24519
2024-10-08 18:17:34,hp,1,,1G,7,36056
2024-10-08 18:17:34,hp,1,,1G,8,50671
2024-10-08 18:17:34,hp,1,,1G,9,74463
2024-10-08 18:17:34,hp,1,,1G,10,116527
2024-10-08 18:17:34,gemini,1,,1G,5,50041
2024-10-08 18:17:34,gemini,1,,1G,6,75583
2024-10-08 18:17:34,gemini,1,,1G,7,123886
2024-10-08 18:17:34,gemini,1,,1G,8,207031
2024-10-08 18:17:34,gemini,1,,1G,9,340962
2024-10-08 18:17:34,gemini,1,,1G,10,606951
2024-10-08 18:17:36,plonky2,1,,1G,2,217852
2024-10-08 18:17:36,plonky2,1,,1G,4,81006
2024-10-08 18:17:36,plonky2,1,,1G,7,43216
2024-10-08 18:17:36,plonky2,1,,1G,13,184195
2024-10-08 18:17:36,plonky2,1,,1G,26,31065
2024-10-08 18:17:36,plonky2,1,,1G,52,55844
2024-10-08 18:17:36,halo2,1,,1G,5,16419
2024-10-08 18:17:36,halo2,1,,1G,6,22860
2024-10-08 18:17:36,halo2,1,,1G,7,32958
2024-10-08 18:17:36,halo2,1,,1G,8,51512
2024-10-08 18:17:36,halo2,1,,1G,9,85003
2024-10-08 18:17:36,halo2,1,,1G,10,142781
2024-10-08 18:17:38,scribe,2,,1G,5,75306
2024-10-08 18:17:38,scribe,2,,1G,6,79129
2024-10-08 18:17:38,scribe,2,,1G,7,83338
2024-10-08 18:17:38,scribe,2,,1G,8,93633
2024-10-08 18:17:38,scribe,2,,1G,9,100400
2024-10-08 18:17:38,scribe,2,,1G,10,136282
2024-10-08 18:17:38,hp,2,,1G,5,18368
2024-10-08 18:17:38,hp,2,,1G,6,24030
2024-10-08 18:17:38,hp,2,,1G,7,31734
2024-10-08 18:17:38,hp,2,,1G,8,42776
2024-10-08 18:17:38,hp,2,,1G,9,57071
2024-10-08 18:17:38,hp,2,,1G,10,66053
2024-10-08 18:17:39,gemini,2,,1G,5,40729
2024-10-08 18:17:39,gemini,2,,1G,6,54757
2024-10-08 18:17:39,gemini,2,,1G,7,74002
2024-10-08 18:17:39,gemini,2,,1G,8,120994
2024-10-08 18:17:39,gemini,2,,1G,9,207010
2024-10-08 18:17:39,gemini,2,,1G,10,358418
2024-10-08 18:17:40,plonky2,2,,1G,2,11049
2024-10-08 18:17:40,plonky2,2,,1G,4,29097
2024-10-08 18:17:40,plonky2,2,,1G,7,37717
2024-10-08 18:17:40,plonky2,2,,1G,13,133385
2024-10-08 18:17:40,plonky2,2,,1G,26,19671
2024-10-08 18:17:40,plonky2,2,,1G,52,28949
2024-10-08 18:17:40,halo2,2,,1G,5,16121
2024-10-08 18:17:40,halo2,2,,1G,6,18203
2024-10-08 18:17:40,halo2,2,,1G,7,28075
2024-10-08 18:17:40,halo2,2,,1G,8,37657
2024-10-08 18:17:40,halo2,2,,1G,9,58638
2024-10-08 18:17:40,halo2,2,,1G,10,93826
2024-10-08 18:17:41,scribe,4,,1G,5,73947
2024-10-08 18:17:41,scribe,4,,1G,6,81050
2024-10-08 18:17:41,scribe,4,,1G,7,84593
2024-10-08 18:17:41,scribe,4,,1G,8,86431
2024-10-08 18:17:41,scribe,4,,1G,9,89708
2024-10-08 18:17:41,scribe,4,,1G,10,103239
2024-10-08 18:17:41,hp,4,,1G,5,17693
2024-10-08 18:17:41,hp,4,,1G,6,16249
2024-10-08 18:17:41,hp,4,,1G,7,18852
2024-10-08 18:17:41,hp,4,,1G,8,24373
2024-10-08 18:17:41,hp,4,,1G,9,30936
2024-10-08 18:17:41,hp,4,,1G,10,43720
2024-10-08 18:17:42,gemini,4,,1G,5,25868
2024-10-08 18:17:42,gemini,4,,1G,6,34977
2024-10-08 18:17:42,gemini,4,,1G,7,51849
2024-10-08 18:17:42,gemini,4,,1G,8,76682
2024-10-08 18:17:42,gemini,4,,1G,9,124664
2024-10-08 18:17:42,gemini,4,,1G,10,214981
2024-10-08 18:17:42,plonky2,4,,1G,2,65342
2024-10-08 18:17:42,plonky2,4,,1G,4,4188
2024-10-08 18:17:42,plonky2,4,,1G,7,7390
2024-10-08 18:17:42,plonky2,4,,1G,13,23978
2024-10-08 18:17:42,plonky2,4,,1G,26,12033
2024-10-08 18:17:42,plonky2,4,,1G,52,17493
2024-10-08 18:17:42,halo2,4,,1G,5,11970
2024-10-08 18:17:42,halo2,4,,1G,6,18594
2024-10-08 18:17:42,halo2,4,,1G,7,24832
2024-10-08 18:17:42,halo2,4,,1G,8,36209
2024-10-08 18:17:42,halo2,4,,1G,9,59047
2024-10-08 18:17:42,halo2,4,,1G,10,67843
2024-10-08 18:17:43,scribe,8,,1G,5,90164
2024-10-08 18:17:43,scribe,8,,1G,6,91379
2024-10-08 18:17:43,scribe,8,,1G,7,96392
2024-10-08 18:17:43,scribe,8,,1G,8,107609
2024-10-08 18:17:43,scribe,8,,1G,9,106641
2024-10-08 18:17:43,scribe,8,,1G,10,127121
2024-10-08 18:17:44,hp,8,,1G,5,11968
2024-10-08 18:17:44,hp,8,,1G,6,10972
2024-10-08 18:17:44,hp,8,,1G,7,13018
2024-10-08 18:17:44,hp,8,,1G,8,19419
2024-10-08 18:17:44,hp,8,,1G,9,26927
2024-10-08 18:17:44,hp,8,,1G,10,43822
2024-10-08 18:17:44,gemini,8,,1G,5,26437
2024-10-08 18:17:44,gemini,8,,1G,6,36214
2024-10-08 18:17:44,gemini,8,,1G,7,51225
2024-10-08 18:17:44,gemini,8,,1G,8,78513
2024-10-08 18:17:44,gemini,8,,1G,9,125865
2024-10-08 18:17:44,gemini,8,,1G,10,226391
2024-10-08 18:17:45,plonky2,8,,1G,2,5822
2024-10-08 18:17:45,plonky2,8,,1G,4,48739
2024-10-08 18:17:45,plonky2,8,,1G,7,24332
2024-10-08 18:17:45,plonky2,8,,1G,13,29893
2024-10-08 18:17:45,plonky2,8,,1G,26,14713
2024-10-08 18:17:45,plonky2,8,,1G,52,48638
2024-10-08 18:17:45,halo2,8,,1G,5,18440
2024-10-08 18:17:45,halo2,8,,1G,6,15244
2024-10-08 18:17:45,halo2,8,,1G,7,19432
2024-10-08 18:17:45,halo2,8,,1G,8,30452
2024-10-08 18:17:45,halo2,8,,1G,9,46885
2024-10-08 18:17:45,halo2,8,,1G,10,74315
2024-10-08 18:17:45,scribe,1,,2G,5,72612
2024-10-08 18:17:45,scribe,1,,2G,6,88074
2024-10-08 18:17:45,scribe,1,,2G,7,91145
2024-10-08 18:17:45,scribe,1,,2G,8,105064
2024-10-08 18:17:45,scribe,1,,2G,9,125720
2024-10-08 18:17:45,scribe,1,,2G,10,171514
2024-10-08 18:17:46,hp,1,,2G,5,18843
2024-10-08 18:17:46,hp,1,,2G,6,25492
2024-10-08 18:17:46,hp,1,,2G,7,33908
2024-10-08 18:17:46,hp,1,,2G,8,49487
2024-10-08 18:17:46,hp,1,,2G,9,120445
2024-10-08 18:17:46,hp,1,,2G,10,119438
2024-10-08 18:17:47,gemini,1,,2G,5,54702
2024-10-08 18:17:47,gemini,1,,2G,6,75852
2024-10-08 18:17:47,gemini,1,,2G,7,128361
2024-10-08 18:17:47,gemini,1,,2G,8,216467
2024-10-08 18:17:47,gemini,1,,2G,9,354181
2024-10-08 18:17:47,gemini,1,,2G,10,624633
2024-10-08 18:17:48,plonky2,1,,2G,2,156355
2024-10-08 18:17:48,plonky2,1,,2G,4,7683
2024-10-08 18:17:48,plonky2,1,,2G,7,173279
2024-10-08 18:17:48,plonky2,1,,2G,13,28930
2024-10-08 18:17:48,plonky2,1,,2G,26,50454
2024-10-08 18:17:48,plonky2,1,,2G,52,112479
2024-10-08 18:17:49,halo2,1,,2G,5,18800
2024-10-08 18:17:49,halo2,1,,2G,6,25113
2024-10-08 18:17:49,halo2,1,,2G,7,35441
2024-10-08 18:17:49,halo2,1,,2G,8,52758
2024-10-08 18:17:49,halo2,1,,2G,9,84833
2024-10-08 18:17:49,halo2,1,,2G,10,144248
2024-10-08 18:17:50,scribe,2,,2G,5,72247
2024-10-08 18:17:50,scribe,2,,2G,6,72601
2024-10-08 18:17:50,scribe,2,,2G,7,83727
2024-10-08 18:17:50,scribe,2,,2G,8,93342
2024-10-08 18:17:50,scribe,2,,2G,9,113551
2024-10-08 18:17:50,scribe,2,,2G,10,135281
2024-10-08 18:17:51,hp,2,,2G,5,21491
2024-10-08 18:17:51,hp,2,,2G,6,26049
2024-10-08 18:17:51,hp,2,,2G,7,30734
2024-10-08 18:17:51,hp,2,,2G,8,42246
2024-10-08 18:17:51,hp,2,,2G,9,57127
2024-10-08 18:17:51,hp,2,,2G,10,80868
2024-10-08 18:17:51,gemini,2,,2G,5,41693
2024-10-08 18:17:51,gemini,2,,2G,6,49269
2024-10-08 18:17:51,gemini,2,,2G,7,76168
2024-10-08 18:17:51,gemini,2,,2G,8,127881
2024-10-08 18:17:51,gemini,2,,2G,9,202663
2024-10-08 18:17:51,gemini,2,,2G,10,361071
2024-10-08 18:17:52,plonky2,2,,2G,2,5994
2024-10-08 18:17:52,plonky2,2,,2G,4,36237
2024-10-08 18:17:52,plonky2,2,,2G,7,51700
2024-10-08 18:17:52,plonky2,2,,2G,13,31136
2024-10-08 18:17:52,plonky2,2,,2G,26,80079
2024-10-08 18:17:52,plonky2,2,,2G,52,52528
2024-10-08 18:17:52,halo2,2,,2G,5,21783
2024-10-08 18:17:52,halo2,2,,2G,6,23364
2024-10-08 18:17:52,halo2,2,,2G,7,30014
2024-10-08 18:17:52,halo2,2,,2G,8,39022
2024-10-08 18:17:52,halo2,2,,2G,9,61111
2024-10-08 18:17:52,halo2,2,,2G,10,96209
2024-10-08 18:17:53,scribe,4,,2G,5,68584
2024-10-08 18:17:53,scribe,4,,2G,6,75565
2024-10-08 18:17:53,scribe,4,,2G,7,83180
2024-10-08 18:17:53,scribe,4,,2G,8,82215
2024-10-08 18:17:53,scribe,4,,2G,9,93624
2024-10-08 18:17:53,scribe,4,,2G,10,109665
2024-10-08 18:17:54,hp,4,,2G,5,6731
2024-10-08 18:17:54,hp,4,,2G,6,9961
2024-10-08 18:17:54,hp,4,,2G,7,11868
2024-10-08 18:17:54,hp,4,,2G,8,19019
2024-10-08 18:17:54,hp,4,,2G,9,49816
2024-10-08 18:17:54,hp,4,,2G,10,36680
2024-10-08 18:17:54,gemini,4,,2G,5,29415
2024-10-08 18:17:54,gemini,4,,2G,6,37792
2024-10-08 18:17:54,gemini,4,,2G,7,56020
2024-10-08 18:17:54,gemini,4,,2G,8,84734
2024-10-08 18:17:54,gemini,4,,2G,9,133254
2024-10-08 18:17:54,gemini,4,,2G,10,240770
2024-10-08 18:17:55,plonky2,4,,2G,2,18540
2024-10-08 18:17:55,plonky2,4,,2G,4,51078
2024-10-08 18:17:55,plonky2,4,,2G,7,5247
2024-10-08 18:17:55,plonky2,4,,2G,13,13764
2024-10-08 18:17:55,plonky2,4,,2G,26,42514
2024-10-08 18:17:55,plonky2,4,,2G,52,19364
2024-10-08 18:17:55,halo2,4,,2G,5,22183
2024-10-08 18:17:55,halo2,4,,2G,6,15659
2024-10-08 18:17:55,halo2,4,,2G,7,20635
2024-10-08 18:17:55,halo2,4,,2G,8,30207
2024-10-08 18:17:55,halo2,4,,2G,9,38133
2024-10-08 18:17:55,halo2,4,,2G,10,64048
2024-10-08 18:17:55,scribe,8,,2G,5,78107
2024-10-08 18:17:55,scribe,8,,2G,6,77026
2024-10-08 18:17:55,scribe,8,,2G,7,120229
2024-10-08 18:17:55,scribe,8,,2G,8,104014
2024-10-08 18:17:55,scribe,8,,2G,9,102468
2024-10-08 18:17:55,scribe,8,,2G,10,125009
2024-10-08 18:17:56,hp,8,,2G,5,10361
2024-10-08 18:17:56,hp,8,,2G,6,11571
2024-10-08 18:17:56,hp,8,,2G,7,11236
2024-10-08 18:17:56,hp,8,,2G,8,23963
2024-10-08 18:17:56,hp,8,,2G,9,39477
2024-10-08 18:17:56,hp,8,,2G,10,55715
2024-10-08 18:17:56,gemini,8,,2G,5,31985
2024-10-08 18:17:56,gemini,8,,2G,6,41229
2024-10-08 18:17:56,gemini,8,,2G,7,61513
2024-10-08 18:17:56,gemini,8,,2G,8,93845
2024-10-08 18:17:56,gemini,8,,2G,9,141525
2024-10-08 18:17:56,gemini,8,,2G,10,247971
2024-10-08 18:17:57,plonky2,8,,2G,2,9325
2024-10-08 18:17:57,plonky2,8,,2G,4,42191
2024-10-08 18:17:57,plonky2,8,,2G,7,15167
2024-10-08 18:17:57,plonky2,8,,2G,13,42833
2024-10-08 18:17:57,plonky2,8,,2G,26,36772
2024-10-08 18:17:57,plonky2,8,,2G,52,25553
2024-10-08 18:17:57,halo2,8,,2G,5,15397
2024-10-08 18:17:57,halo2,8,,2G,6,21401
2024-10-08 18:17:57,halo2,8,,2G,7,26642
2024-10-08 18:17:57,halo2,8,,2G,8,34018
2024-10-08 18:17:57,halo2,8,,2G,9,49871
2024-10-08 18:17:57,halo2,8,,2G,10,73592
